county_cas_data,county,state,FIPS,GISJOIN
Floyd,Floyd,Virginia,51063,G5100630
Harrison,Harrison,Kentucky,21097,G2100970
Smith,Smith,Kansas,20183,G2001830
Elbert,Elbert,Georgia,13105,G1301050
Jefferson,Jefferson,Iowa,19101,G1901010
Anderson,Anderson,Texas,48001,G4800010
Mahnomen,Mahnomen,Minnesota,27087,G2700870
Ozark,Ozark,Missouri,29153,G2901530
Coweta,Coweta,Georgia,13077,G1300770
Ottawa,Ottawa,Oklahoma,40115,G4001150
Lake,Lake,Florida,12069,G1200690
Brantley,Brantley,Georgia,13025,G1300250
Lee,Lee,Florida,12071,G1200710
Baker,Baker,Oregon,41001,G4100010
Jackson,Jackson,North Carolina,37099,G3700990
Benton,Benton,Oregon,41003,G4100030
Jefferson,Jefferson,Louisiana,22051,G2200510
Baker,Baker,Florida,12003,G1200030
Bingham,Bingham,Idaho,16011,G1600110
Hunterdon,Hunterdon,New Jersey,34019,G3400190
Dunklin,Dunklin,Missouri,29069,G2900690
Mason,Mason,West Virginia,54053,G5400530
Latah,Latah,Idaho,16057,G1600570
Highland,Highland,Ohio,39071,G3900710
Cache,Cache,Utah,49005,G4900050
Caribou,Caribou,Idaho,16029,G1600290
Judith Basin,Judith Basin,Montana,30045,G3000450
Loudoun,Loudoun,Virginia,51107,G5101070
Huntingdon,Huntingdon,Pennsylvania,42061,G4200610
Preble,Preble,Ohio,39135,G3901350
Murray,Murray,Oklahoma,40099,G4000990
Covington,Covington,Mississippi,28031,G2800310
Washington,Washington,Ohio,39167,G3901670
Williamson,Williamson,Texas,48491,G4804910
Randolph,Randolph,North Carolina,37151,G3701510
Pennington,Pennington,Minnesota,27113,G2701130
Brown,Brown,Texas,48049,G4800490
Gooding,Gooding,Idaho,16047,G1600470
Larimer,Larimer,Colorado,08069,G0800690
Talbot,Talbot,Georgia,13263,G1302630
Sampson,Sampson,North Carolina,37163,G3701630
Butler,Butler,Kansas,20015,G2000150
Braxton,Braxton,West Virginia,54007,G5400070
Greene,Greene,Iowa,19073,G1900730
Meade,Meade,Kentucky,21163,G2101630
Woodford,Woodford,Kentucky,21239,G2102390
St Helena,St. Helena,Louisiana,22091,G2200910
Clackamas,Clackamas,Oregon,41005,G4100050
Kenedy,Kenedy,Texas,48261,G4802610
Lewis,Lewis,Missouri,29111,G2901110
Hardin,Hardin,Iowa,19083,G1900830
Montour,Montour,Pennsylvania,42093,G4200930
Ste Genevieve,Ste. Genevieve,Missouri,29186,G2901860
Steuben,Steuben,Indiana,18151,G1801510
Marinette,Marinette,Wisconsin,55075,G5500750
Clinch,Clinch,Georgia,13065,G1300650
Bell,Bell,Kentucky,21013,G2100130
Chelan,Chelan,Washington,53007,G5300070
Bedford (city),Bedford (ic),Virginia,51515,G5100190
Cherry,Cherry,Nebraska,31031,G3100310
Garza,Garza,Texas,48169,G4801690
Noble,Noble,Indiana,18113,G1801130
Decatur,Decatur,Indiana,18031,G1800310
St Bernard,St. Bernard,Louisiana,22087,G2200870
Burt,Burt,Nebraska,31021,G3100210
Orange,Orange,North Carolina,37135,G3701350
Candler,Candler,Georgia,13043,G1300430
Elko,Elko,Nevada,32007,G3200070
Tyrrell,Tyrrell,North Carolina,37177,G3701770
Morris,Morris,Texas,48343,G4803430
Putnam,Putnam,Indiana,18133,G1801330
Beaver,Beaver,Utah,49001,G4900010
Shelby,Shelby,Alabama,01117,G0101170
Ogle,Ogle,Illinois,17141,G1701410
Anoka,Anoka,Minnesota,27003,G2700030
Laramie,Laramie,Wyoming,56021,G5600210
Cochran,Cochran,Texas,48079,G4800790
Cumberland,Cumberland,Kentucky,21057,G2100570
Glynn,Glynn,Georgia,13127,G1301270
Nodaway,Nodaway,Missouri,29147,G2901470
Jackson,Jackson,Louisiana,22049,G2200490
White,White,Tennessee,47185,G4701850
Pike,Pike,Alabama,01109,G0101090
Graham,Graham,Arizona,04009,G0400090
Ballard,Ballard,Kentucky,21007,G2100070
Logan,Logan,Kentucky,21141,G2101410
Estill,Estill,Kentucky,21065,G2100650
Charlevoix,Charlevoix,Michigan,26029,G2600290
Franklin,Franklin,Georgia,13119,G1301190
Caldwell,Caldwell,North Carolina,37027,G3700270
Carteret,Carteret,North Carolina,37031,G3700310
De Soto,De Soto,Florida,12027,G2200310
Ormsby,Ormsby (ext),Nevada,32025,G3200250
Brewster,Brewster,Texas,48043,G4800430
Perry,Perry,Alabama,01105,G0101050
Kanabec,Kanabec,Minnesota,27065,G2700650
Whitley,Whitley,Indiana,18183,G1801830
Edmonson,Edmonson,Kentucky,21061,G2100610
Muscatine,Muscatine,Iowa,19139,G1901390
Livingston,Livingston,Illinois,17105,G1701050
Washington,Washington,Colorado,08121,G0801210
Dewey,Dewey,South Dakota,46041,G4600410
Meriwether,Meriwether,Georgia,13199,G1301990
Holmes,Holmes,Ohio,39075,G3900750
Montezuma,Montezuma,Colorado,08083,G0800830
Conejos,Conejos,Colorado,08021,G0800210
Iowa,Iowa,Wisconsin,55049,G5500490
Gregory,Gregory,South Dakota,46053,G4600530
Guadalupe,Guadalupe,New Mexico,35019,G3500190
Van Buren,Van Buren,Tennessee,47175,G4701750
Pierce,Pierce,Wisconsin,55093,G5500930
Iosco,Iosco,Michigan,26069,G2600690
Russell,Russell,Virginia,51167,G5101670
Lane,Lane,Kansas,20101,G2001010
Ada,Ada,Idaho,16001,G1600010
Ottawa,Ottawa,Ohio,39123,G3901230
Benton,Benton,Indiana,18007,G1800070
Swift,Swift,Minnesota,27151,G2701510
Routt,Routt,Colorado,08107,G0801070
Wallowa,Wallowa,Oregon,41063,G4100630
Moultrie,Moultrie,Illinois,17139,G1701390
Rusk,Rusk,Kansas,NA,NA
Somerset,Somerset,Maryland,24039,G2400390
Valley,Valley,Nebraska,31175,G3101750
Fayette,Fayette,Georgia,13113,G1301130
Guthrie,Guthrie,Iowa,19077,G1900770
Glenn,Glenn,California,06021,G0600210
Marquette,Marquette,Michigan,26103,G2601030
Lewis,Lewis,Washington,53041,G5300410
Umatilla,Umatilla,Oregon,41059,G4100590
Cottonwood,Cottonwood,Minnesota,27033,G2700330
Delaware,Delaware,Oklahoma,40041,G4000410
Hampton,Hampton,South Carolina,45049,G4500490
Rabun,Rabun,Georgia,13241,G1302410
Grenada,Grenada,Mississippi,28043,G2800430
Bremer,Bremer,Iowa,19017,G1900170
Callaway,Callaway,Missouri,29027,G2900270
Mitchell,Mitchell,Iowa,19131,G1901310
Monroe,Monroe,West Virginia,54063,G5400630
Emmet,Emmet,Michigan,26047,G2600470
Grant,Grant,Oklahoma,40053,G4000530
Fentress,Fentress,Tennessee,47049,G4700490
Dubois,Dubois,Indiana,18037,G1800370
Monroe,Monroe,Missouri,29137,G2901370
Macon,Macon,Georgia,13193,G1301930
Henderson,Henderson,Tennessee,47077,G4700770
Chariton,Chariton,Missouri,29041,G2900410
Clay,Clay,West Virginia,54015,G5400150
Clark,Clark,Wisconsin,55019,G5500190
Lincoln,Lincoln,Tennessee,47103,G4701030
Boulder,Boulder,Colorado,08013,G0800130
Mackinac,Mackinac,Michigan,26097,G2600970
Beadle,Beadle,South Dakota,46005,G4600050
Morgan,Morgan,Ohio,39115,G3901150
Jefferson,Jefferson,Colorado,08059,G0800590
Lunenburg,Lunenburg,Virginia,51111,G5101110
Adams,Adams,Indiana,18001,G1800010
Greene,Greene,Virginia,51079,G5100790
Nemaha,Nemaha,Nebraska,31127,G3101270
Washington,Washington,Florida,12133,G1201330
Johnson,Johnson,Nebraska,31097,G3100970
Pratt,Pratt,Kansas,20151,G2001510
Marengo,Marengo,Alabama,01091,G0100910
Morrow,Morrow,Ohio,39117,G3901170
Grant,Grant,Louisiana,22043,G2200430
Alcona,Alcona,Michigan,26001,G2600010
Moniteau,Moniteau,Missouri,29135,G2901350
Holt,Holt,Missouri,29087,G2900870
Jersey,Jersey,Illinois,17083,G1700830
Fairfield,Fairfield,South Carolina,45039,G4500390
Asotin,Asotin,Washington,53003,G5300030
Door,Door,Wisconsin,55029,G5500290
Finney,Finney,Kansas,20055,G2000550
Caledonia,Caledonia,Vermont,50005,G5000050
Amherst,Amherst,Virginia,51009,G5100090
Freeborn,Freeborn,Minnesota,27047,G2700470
Grant,Grant,Kentucky,21081,G2100810
Sargent,Sargent,North Dakota,38081,G3800810
Ford,Ford,Illinois,17053,G1700530
Bradford,Bradford,Pennsylvania,42015,G4200150
Smith,Smith,Tennessee,47159,G4701590
Miller,Miller,Georgia,13201,G1302010
Bates,Bates,Missouri,29013,G2900130
Wetzel,Wetzel,West Virginia,54103,G5401030
Fayette,Fayette,Iowa,19065,G1900650
Lyon,Lyon,Kansas,20111,G2001110
La Plata,La Plata,Colorado,08067,G0800670
Buckingham,Buckingham,Virginia,51029,G5100290
Mitchell,Mitchell,North Carolina,37121,G3701210
Charlottesville (city),Charlottesville (ic),Virginia,51540,G5105400
Kit Carson,Kit Carson,Colorado,08063,G0800630
Clark,Clark,Missouri,29045,G2900450
Winston,Winston,Alabama,01133,G0101330
Person,Person,North Carolina,37145,G3701450
Lincoln,Lincoln,Louisiana,22061,G2200610
Boone,Boone,Illinois,17007,G1700070
Gloucester,Gloucester,Virginia,51073,G5100730
Jackson,Jackson,Wisconsin,55053,G5500530
Kittitas,Kittitas,Washington,53037,G5300370
Park,Park,Wyoming,56029,G5600290
Winston,Winston,Mississippi,28159,G2801590
Mason,Mason,Michigan,26105,G2601050
Mohave,Mohave,Arizona,04015,G0400150
Cherokee,Cherokee,Texas,48073,G4800730
Billings,Billings,North Dakota,38007,G3800070
Adams,Adams,Nebraska,31001,G3100010
Millard,Millard,Utah,49027,G4900270
Greenwood,Greenwood,South Carolina,45047,G4500470
Dunn,Dunn,North Dakota,38025,G3800250
Bedford,Bedford,Tennessee,47003,G4700030
Madison,Madison,Virginia,21151,G5101130
Madison,Madison,Virginia,51113,G5101130
Botetourt,Botetourt,Virginia,51023,G5100230
Harvey,Harvey,Kansas,20079,G2000790
Salem,Salem,New Jersey,34033,G3400330
O'brien,O'brien,Iowa,19141,G1901410
Fall River,Fall River,South Dakota,46047,G4600470
Waukesha,Waukesha,Wisconsin,55133,G5501330
Caroline,Caroline,Maryland,24011,G2400110
Clarke,Clarke,Iowa,19039,G1900390
Onslow,Onslow,North Carolina,37133,G3701330
Mcculloch,Mcculloch,Texas,48307,G4803070
Lincoln,Lincoln,Idaho,16063,G1600630
Huntington,Huntington,Indiana,18069,G1800690
Cherokee,Cherokee,Georgia,13057,G1300570
Crane,Crane,Texas,48103,G4801030
Menominee,Menominee,Michigan,26109,G2601090
Benson,Benson,North Dakota,38005,G3800050
Orleans,Orleans,New York,36073,G3600730
Wabasha,Wabasha,Minnesota,27157,G2701570
Newton,Newton,Arkansas,05101,G0501010
Hancock,Hancock,Iowa,19081,G1900810
Lake,Lake,Minnesota,27075,G2700750
Marshall,Marshall,Kansas,20117,G2001170
Wayne,Wayne,Pennsylvania,42127,G4201270
Hill,Hill,Montana,30041,G3000410
Grant,Grant,Arkansas,05053,G0500530
Dorchester,Dorchester,South Carolina,45035,G4500350
Cloud,Cloud,Kansas,20029,G2000290
Sherman,Sherman,Oregon,41055,G4100550
Wayne,Wayne,Iowa,19185,G1901850
Ouachita,Ouachita,Arkansas,05103,G0501030
Madison,Madison,Louisiana,22065,G2200650
Steele,Steele,Minnesota,27147,G2701470
Meigs,Meigs,Ohio,39105,G3901050
Archuleta,Archuleta,Colorado,08007,G0800070
Dallas,Dallas,Iowa,19049,G1900490
Phillips,Phillips,Arkansas,05107,G0501070
Choctaw,Choctaw,Alabama,01023,G0100230
Haakon,Haakon,South Dakota,46055,G4600550
Towner,Towner,North Dakota,38095,G3800950
Catawba,Catawba,North Carolina,37035,G3700350
Madison,Madison,Iowa,19121,G1901210
Pointe Coupee,Pointe Coupee,Louisiana,22077,G2200770
Franklin,Franklin,Louisiana,22041,G2200410
Maverick,Maverick,Texas,48323,G4803230
Cowley,Cowley,Kansas,20035,G2000350
Cherokee,Cherokee,South Carolina,45021,G4500210
Warren,Warren,Pennsylvania,42123,G4201230
Stanly,Stanly,North Carolina,37167,G3701670
Perry,Perry,Ohio,39127,G3901270
Franklin,Franklin,Maine,23007,G2300070
Siskiyou,Siskiyou,California,06093,G0600930
Rice,Rice,Kansas,20159,G2001590
Gentry,Gentry,Missouri,29075,G2900750
Marion,Marion,Arkansas,05089,G0500890
Macon,Macon,Missouri,29121,G2901210
Pickett,Pickett,Tennessee,47137,G4701370
Dekalb,Dekalb,Tennessee,47041,G4700410
Prairie,Prairie,Arkansas,05117,G0501170
Keokuk,Keokuk,Iowa,19107,G1901070
Natrona,Natrona,Wyoming,56025,G5600250
Franklin,Franklin,Mississippi,28037,G2800370
Abbeville,Abbeville,South Carolina,45001,G4500010
Magoffin,Magoffin,Kentucky,21153,G2101530
Greene,Greene,Mississippi,28041,G2800410
Williams,Williams,North Dakota,38105,G3801050
Copiah,Copiah,Mississippi,28029,G2800290
Ford,Ford,Kansas,20057,G2000570
Iowa,Iowa,Iowa,19095,G1900950
Comal,Comal,Texas,48091,G4800910
Cleveland,Cleveland,Oklahoma,40027,G4000270
Wilson,Wilson,Tennessee,47189,G4701890
Dade,Dade,Missouri,29057,G2900570
Pike,Pike,Ohio,39131,G3901310
Sarasota,Sarasota,Florida,12115,G1201150
Johnson,Johnson,Missouri,29101,G2901010
Humboldt,Humboldt,Iowa,19091,G1900910
Franklin,Franklin,Indiana,18047,G1800470
Calhoun,Calhoun,South Carolina,45017,G4500170
Franklin,Franklin,Washington,53021,G5300210
Indian River,Indian River,Florida,12061,G1200610
Sheridan,Sheridan,Montana,30091,G3000910
Benton,Benton,Iowa,19011,G1900110
Cotton,Cotton,Oklahoma,40033,G4000330
Teton,Teton,Montana,30099,G3000990
Gage,Gage,Nebraska,31067,G3100670
Pocahontas,Pocahontas,Iowa,19151,G1901510
Johnston,Johnston,Oklahoma,40069,G4000690
Fremont,Fremont,Wyoming,56013,G5600130
Woods,Woods,Oklahoma,40151,G4001510
Marion,Marion,Kansas,20115,G2001150
Trempealeau,Trempealeau,Wisconsin,55121,G5501210
Dade,Dade,Georgia,13083,G1300830
Ripley,Ripley,Indiana,18137,G1801370
Napa,Napa,California,06055,G0600550
Torrance,Torrance,New Mexico,35057,G3500570
Gibson,Gibson,Indiana,18051,G1800510
Mclean,Mclean,Kentucky,21149,G2101490
Lamar,Lamar,Georgia,13171,G1301710
Amelia,Amelia,Virginia,51007,G5100070
Brooks,Brooks,Texas,48047,G4800470
Washington,Washington,Kansas,20201,G2002010
Goochland,Goochland,Virginia,51075,G5100750
Prince William,Prince William,Virginia,51153,G5101530
Corson,Corson,South Dakota,46031,G4600310
Sumner,Sumner,Kansas,20191,G2001910
Goliad,Goliad,Texas,48175,G4801750
Wilson,Wilson,Texas,48493,G4804930
San Saba,San Saba,Texas,48411,G4804110
Mc Cook,Mccook,South Dakota,46087,G4600870
Hardin,Hardin,Illinois,17069,G1700690
Ray,Ray,Missouri,29177,G2901770
Jefferson,Jefferson,Nebraska,31095,G3100950
Koochiching,Koochiching,Minnesota,27071,G2700710
Clay,Clay,Minnesota,27027,G2700270
Caswell,Caswell,North Carolina,37033,G3700330
Yellowstone,Yellowstone,Montana,30111,G3001110
Sequoyah,Sequoyah,Oklahoma,40135,G4001350
Clay,Clay,Mississippi,28025,G2800250
Laurens,Laurens,South Carolina,45059,G4500590
Price,Price,Wisconsin,55099,G5500990
Rockdale,Rockdale,Georgia,13247,G1302470
Divide,Divide,North Dakota,38023,G3800230
Dickens,Dickens,Texas,48125,G4801250
Greene,Greene,North Carolina,37079,G3700790
Greene,Greene,North Carolina,47059,G3700790
Lawrence,Lawrence,Indiana,18093,G1800930
Kossuth,Kossuth,Iowa,19109,G1901090
Houston,Houston,Minnesota,27055,G2700550
Lamoille,Lamoille,Vermont,50015,G5000150
Scotts Bluff,Scotts Bluff,Nebraska,31157,G3101570
Roscommon,Roscommon,Michigan,26143,G2601430
Obion,Obion,Tennessee,47131,G4701310
Telfair,Telfair,Georgia,13271,G1302710
Carter,Carter,Missouri,29035,G2900350
Sumter,Sumter,Alabama,01119,G0101190
Gaines,Gaines,Texas,48165,G4801650
Haskell,Haskell,Oklahoma,40061,G4000610
Ness,Ness,Kansas,20135,G2001350
Portage,Portage,Wisconsin,55097,G5500970
Calhoun,Calhoun,Illinois,17013,G1700130
Franklin,Franklin,Iowa,19069,G1900690
Swisher,Swisher,Texas,48437,G4804370
Buena Vista,Buena Vista,Iowa,19021,G1900210
Fayette,Fayette,Indiana,18041,G1800410
Buffalo,Buffalo,Nebraska,31019,G3100190
Monroe,Monroe,Illinois,17133,G1701330
Somervell,Somervell,Texas,48425,G4804250
Dodge,Dodge,Georgia,13091,G1300910
Cedar,Cedar,Iowa,19031,G1900310
Mcdonough,Mcdonough,Illinois,17109,G1701090
Washakie,Washakie,Wyoming,56043,G5600430
Nye,Nye,Nevada,32023,G3200230
Jefferson,Jefferson,Kansas,20087,G2000870
Auglaize,Auglaize,Ohio,39011,G3900110
Dundy,Dundy,Nebraska,31057,G3100570
Montcalm,Montcalm,Michigan,26117,G2601170
Turner,Turner,Georgia,13287,G1302870
Morris,Morris,Kansas,20127,G2001270
Hart,Hart,Georgia,13147,G1301470
Mono,Mono,California,06051,G0600510
Crawford,Crawford,Ohio,39033,G3900330
De Kalb,De Kalb,Missouri,29063,G2900630
Amador,Amador,California,06005,G0600050
Crenshaw,Crenshaw,Alabama,01041,G0100410
Duval,Duval,Texas,48131,G4801310
Alameda,Alameda,New Jersey,NA,NA
Matagorda,Matagorda,Texas,48321,G4803210
Hendricks,Hendricks,Indiana,18063,G1800630
Bacon,Bacon,Georgia,13005,G1300050
St Croix,St. Croix,Wisconsin,55109,G5501090
Dickinson,Dickinson,Iowa,19059,G1900590
Mille Lacs,Mille Lacs,Minnesota,27095,G2700950
Juniata,Juniata,Pennsylvania,42067,G4200670
Huron,Huron,Ohio,39077,G3900770
Osborne,Osborne,Kansas,20141,G2001410
Franklin,Franklin,Nebraska,31061,G3100610
Mitchell,Mitchell,Kansas,20123,G2001230
Ralls,Ralls,Missouri,29173,G2901730
Green Lake,Green Lake,Wisconsin,55047,G5500470
Henderson,Henderson,North Carolina,37089,G3700890
Burleson,Burleson,Texas,48051,G4800510
E Feliciana,East Feliciana,Louisiana,22037,G2200370
Montrose,Montrose,Colorado,08085,G0800850
Effingham,Effingham,Illinois,17049,G1700490
Glacier,Glacier,Montana,30035,G3000350
Clarke,Clarke,Alabama,01025,G0100250
Mercer,Mercer,Kentucky,21167,G2101670
Decatur,Decatur,Iowa,19053,G1900530
Stokes,Stokes,North Carolina,37169,G3701690
Mccreary,Mccreary,Kentucky,21147,G2101470
Richland,Richland,Illinois,17159,G1701590
Carroll,Carroll,Missouri,29033,G2900330
Georgetown,Georgetown,South Carolina,45043,G4500430
Petersburg (city),Petersburg (ic),Virginia,51730,G5107300
Crowley,Crowley,Colorado,08025,G0800250
Grimes,Grimes,Texas,48185,G4801850
Windham,Windham,Vermont,50025,G5000250
San Benito,San Benito,California,06069,G0600690
Van Buren,Van Buren,Iowa,19177,G1901770
Scott,Scott,Kentucky,21209,G2102090
Morton,Morton,North Dakota,38059,G3800590
Sherman,Sherman,Nebraska,31163,G3101630
Alpena,Alpena,Michigan,26007,G2600070
Cleburne,Cleburne,Arkansas,05023,G0500230
St Joseph,St. Joseph,Michigan,26149,G2601490
Montgomery,Montgomery,Mississippi,28097,G2800970
Harlan,Harlan,Nebraska,31083,G3100830
Harding,Harding,New Mexico,35021,G3500210
Bastrop,Bastrop,Texas,48021,G4800210
Wharton,Wharton,Texas,48481,G4804810
La Salle,La Salle,Texas,48283,G4802830
Waldo,Waldo,Maine,23027,G2300270
Blaine,Blaine,Montana,30005,G3000050
Wilkinson,Wilkinson,Mississippi,28157,G2801570
Sumter,Sumter,Florida,12119,G1201190
Lewis,Lewis,Kentucky,21135,G2101350
Sully,Sully,South Dakota,46119,G4601190
Richmond,Richmond,North Carolina,37153,G3701530
Waupaca,Waupaca,Wisconsin,55135,G5501350
Houghton,Houghton,Michigan,26061,G2600610
Sheridan,Sheridan,Kansas,20179,G2001790
Boundary,Boundary,Idaho,16021,G1600210
Alfalfa,Alfalfa,Oklahoma,40003,G4000030
Jackson,Jackson,Oklahoma,40065,G4000650
Uvalde,Uvalde,Texas,48463,G4804630
Hancock,Hancock,Kentucky,21091,G2100910
Oldham,Oldham,Texas,48359,G4803590
Randolph,Randolph,Indiana,18135,G1801350
Liberty,Liberty,Texas,48291,G4802910
Montgomery,Montgomery,Arkansas,05097,G0500970
Clare,Clare,Michigan,26035,G2600350
Loudon,Loudon,Tennessee,47105,G4701050
Essex,Essex,Virginia,51057,G5100570
Clay,Clay,Arkansas,05021,G0500210
Gadsden,Gadsden,Florida,12039,G1200390
De Witt,De Witt,Texas,48123,G4801230
Dakota,Dakota,Nebraska,31043,G3100430
Tallahatchie,Tallahatchie,Mississippi,28135,G2801350
Boone,Boone,Indiana,18011,G1800110
Grundy,Grundy,Illinois,17063,G1700630
Sandoval,Sandoval,New Mexico,35043,G3500430
Monona,Monona,Iowa,19133,G1901330
Quitman,Quitman,Georgia,13239,G1302390
Rogers,Rogers,Oklahoma,40131,G4001310
Owen,Owen,Kentucky,21187,G2101870
Bossier,Bossier,Louisiana,22015,G2200150
San Patricio,San Patricio,Texas,48409,G4804090
Beaufort,Beaufort,North Carolina,37013,G3700130
Watonwan,Watonwan,Minnesota,27165,G2701650
Fisher,Fisher,Texas,48151,G4801510
Sauk,Sauk,Wisconsin,55111,G5501110
Dimmit,Dimmit,Texas,48127,G4801270
Todd,Todd,South Dakota,46121,G4601210
Bollinger,Bollinger,Missouri,29017,G2900170
Clear Creek,Clear Creek,Colorado,08019,G0800190
Benton,Benton,Minnesota,27009,G2700090
Fayette,Fayette,Texas,48149,G4801490
Saline,Saline,Nebraska,31151,G3101510
Dooly,Dooly,Georgia,13093,G1300930
Wahkiakum,Wahkiakum,Washington,53069,G5300690
Randolph,Randolph,Georgia,13243,G1302430
Jefferson,Jefferson,Florida,12065,G1200650
Wood,Wood,Wisconsin,55141,G5501410
Hardin,Hardin,Tennessee,47071,G4700710
Huron,Huron,Michigan,26063,G2600630
Jones,Jones,Texas,48253,G4802530
Colorado,Colorado,Texas,48089,G4800890
Lucas,Lucas,Iowa,19117,G1901170
Upshur,Upshur,Texas,48459,G4804590
Cass,Cass,Illinois,17017,G1700170
Rio Arriba,Rio Arriba,New Mexico,35039,G3500390
Bolivar,Bolivar,Mississippi,28011,G2800110
Deaf Smith,Deaf Smith,Texas,48117,G4801170
Elmore,Elmore,Idaho,16039,G1600390
Olette,Olette,North Dakota,Deon,G3800790
Scurry,Scurry,Texas,48415,G4804150
Chattooga,Chattooga,Georgia,13055,G1300550
Kent,Kent,Maryland,24029,G2400290
Decatur,Decatur,Tennessee,47039,G4700390
Alexandria (city),Alexandria (ic),Virginia,51510,G5105100
Stanton,Stanton,Kansas,20187,G2001870
De Kalb,De Kalb,Alabama,01049,G0100490
Shelby,Shelby,Oklahoma,NA,NA
Cape May,Cape May,New Jersey,34009,G3400090
Bowman,Bowman,North Dakota,38011,G3800110
Polk,Polk,Texas,48373,G4803730
Grant,Grant,Oregon,41023,G4100230
Galax (city),Galax (ic),Virginia,51640,G5106400
Hughes,Hughes,South Dakota,46065,G4600650
Okeechobee,Okeechobee,Florida,12093,G1200930
Delaware,Delaware,Ohio,39041,G3900410
Lake Of The Woods,Lake Of The Woods,Minnesota,27077,G2700770
Pierce,Pierce,Nebraska,31139,G3101390
Perkins,Perkins,Nebraska,31135,G3101350
Murray,Murray,Minnesota,27101,G2701010
Adair,Adair,Iowa,19001,G1900010
Winnebago,Winnebago,Iowa,19189,G1901890
Madison,Madison,Georgia,13195,G1301950
Bent,Bent,Colorado,08011,G0800110
Marshall,Marshall,Alabama,01095,G0100950
Faulkner,Faulkner,Arkansas,05045,G0500450
Dawson,Dawson,Nebraska,31047,G3100470
Missoula,Missoula,Montana,30063,G3000630
Warren,Warren,Kentucky,21227,G2102270
Webster,Webster,Mississippi,28155,G2801550
Columbia,Columbia,Georgia,13073,G1300730
Union,Union,Louisiana,22111,G2201110
Washita,Washita,Oklahoma,40149,G4001490
Lincoln,Lincoln,Oklahoma,40081,G4000810
Newton,Newton,Georgia,13217,G1302170
Phelps,Phelps,Missouri,29161,G2901610
Eureka,Eureka,Nevada,32011,G3200110
Clark,Clark,Arkansas,05019,G0500190
King George,King George,Virginia,51099,G5100990
Mecklenburg,Mecklenburg,Virginia,51117,G5101170
Holmes,Holmes,Mississippi,28051,G2800510
Clay,Clay,Nebraska,31035,G3100350
Lincoln,Lincoln,Wisconsin,55069,G5500690
Worcester,Worcester,Maryland,24047,G2400470
Levy,Levy,Florida,12075,G1200750
Steele,Steele,North Dakota,38091,G3800910
Bayfield,Bayfield,Wisconsin,55007,G5500070
Charlotte,Charlotte,Virginia,51037,G5100370
Henry,Henry,Missouri,29083,G2900830
Carroll,Carroll,Indiana,18015,G1800150
Hutchinson,Hutchinson,South Dakota,46067,G4600670
Moffat,Moffat,Colorado,08081,G0800810
Mcpherson,Mcpherson,Kansas,20113,G2001130
Lamar,Lamar,Alabama,01075,G0100750
Yell,Yell,Arkansas,05149,G0501490
Dubuque,Dubuque,Iowa,19061,G1900610
Dyer,Dyer,Tennessee,47045,G4700450
Iron,Iron,Missouri,29093,G2900930
Adams,Adams,Washington,53001,G5300010
Davis,Davis,Iowa,19051,G1900510
Bristol (city),Bristol (ic),Virginia,51520,G5105200
Adams,Adams,Colorado,08001,G0800010
Northampton,Northampton,Virginia,51131,G5101310
Franklin,Franklin,Idaho,16041,G1600410
Monroe,Monroe,Alabama,01099,G0100990
Searcy,Searcy,Arkansas,05129,G0501290
Custer,Custer,Oklahoma,40039,G4000390
Fulton,Fulton,Kentucky,21075,G2100750
Overton,Overton,Tennessee,47133,G4701330
Owsley,Owsley,Kentucky,21189,G2101890
Richland,Richland,North Dakota,38077,G3800770
Hand,Hand,South Dakota,46059,G4600590
Union,Union,New Mexico,35059,G3500590
Furnas,Furnas,Nebraska,31065,G3100650
Carver,Carver,Minnesota,27019,G2700190
Hanson,Hanson,South Dakota,46061,G4600610
Hodgeman,Hodgeman,Kansas,20083,G2000830
Paulding,Paulding,Ohio,39125,G3901250
Bourbon,Bourbon,Kansas,20011,G2000110
Foster,Foster,North Dakota,38031,G3800310
Caldwell,Caldwell,Texas,48055,G4800550
Starke,Starke,Indiana,18149,G1801490
Greene,Greene,Alabama,01063,G0100630
Sussex,Sussex,Virginia,51183,G5101830
Collin,Collin,Texas,48085,G4800850
Brooks,Brooks,Georgia,13027,G1300270
Malheur,Malheur,Oregon,41045,G4100450
Archer,Archer,Texas,48009,G4800090
Oceana,Oceana,Michigan,26127,G2601270
Butler,Butler,Kentucky,21031,G2100310
Sunflower,Sunflower,Mississippi,28133,G2801330
Boone,Boone,Kentucky,21015,G2100150
Sioux,Sioux,Iowa,19167,G1901670
Habersham,Habersham,Georgia,13137,G1301370
Shelby,Shelby,Missouri,29205,G2902050
Moore,Moore,North Carolina,37125,G3701250
Upton,Upton,Texas,48461,G4804610
Newton,Newton,Mississippi,28101,G2801010
Kingfisher,Kingfisher,Oklahoma,40073,G4000730
Page,Page,Iowa,19145,G1901450
Stone,Stone,Missouri,29209,G2902090
Marshall,Marshall,Tennessee,47117,G4701170
Stewart,Stewart,Georgia,13259,G1302590
Beaverhead,Beaverhead,Montana,30001,G3000010
Sevier,Sevier,Arkansas,05133,G0501330
Jackson,Jackson,Texas,48239,G4802390
Dodge,Dodge,Minnesota,27039,G2700390
Davison,Davison,South Dakota,46035,G4600350
Shoshone,Shoshone,Idaho,16079,G1600790
Foard,Foard,Texas,48155,G4801550
