county,state,number,pop1940,per_100,diff
Yalobusha,Mississippi,37,18387,201.2291293,0.861961103
Yazoo,Mississippi,46,40091,114.7389688,0.491482165
State At Large,Mississippi,24,NA,NA,NA
Beaverhead,Montana,18,6943,259.2539248,1.110509198
Big Horn,Montana,22,10419,211.1527018,0.904468535
Blaine,Montana,31,9566,324.0643947,1.388123599
Broadwater,Montana,17,3451,492.6108374,2.110089043
Carbon,Montana,44,11865,370.8386009,1.588480011
Carter,Montana,21,3280,640.2439024,2.742472436
Cascade,Montana,114,41999,271.4350342,1.162686745
Chouteau,Montana,25,7316,341.7167851,1.463737273
Custer,Montana,30,10422,287.8526195,1.233011156
Daniels,Montana,10,4563,219.1540653,0.938742221
Dawson,Montana,36,8618,417.7303319,1.789339838
Deer Lodge,Montana,41,13627,300.8732663,1.288784846
Fallon,Montana,14,3719,376.445281,1.612496117
Fergus,Montana,42,14040,299.1452991,1.281383132
Flathead,Montana,81,24271,333.7316139,1.429532946
Gallatin,Montana,58,18269,317.4776945,1.359909595
Garfield,Montana,13,2641,492.2377887,2.108491096
Glacier,Montana,27,9034,298.870932,1.280207886
Golden Valley,Montana,8,1607,497.8220286,2.13241108
Granite,Montana,11,3401,323.434284,1.385424532
Hill,Montana,41,13304,308.1779916,1.320074497
Jefferson,Montana,10,4664,214.4082333,0.918413541
Judith Basin,Montana,7,3655,191.5184679,0.820365672
Lake,Montana,35,13490,259.4514455,1.111355274
Lewis And Clark,Montana,56,22131,253.038724,1.083886505
Liberty,Montana,3,2209,135.8080579,0.581731203
Lincoln,Montana,16,7882,202.9941639,0.869521595
Madison,Montana,11,7294,150.808884,0.645986953
Mccone,Montana,10,3798,263.2964718,1.12782537
Meagher,Montana,5,2237,223.5136343,0.957416351
Mineral,Montana,6,2135,281.030445,1.203788503
Missoula,Montana,77,29038,265.1697775,1.135849639
Musselshell,Montana,15,5717,262.3753717,1.123879856
Park,Montana,33,11566,285.3190386,1.222158611
Petroleum,Montana,3,1083,277.0083102,1.186559766
Phillips,Montana,30,7892,380.131779,1.62828716
Pondera,Montana,17,6716,253.1268612,1.084264039
Powder River,Montana,4,3159,126.6223488,0.542384395
Powell,Montana,13,6152,211.313394,0.905156857
Prairie,Montana,10,2410,414.9377593,1.777377907
Ravalli,Montana,37,12978,285.0978579,1.221211188
Richland,Montana,25,10209,244.8819669,1.048947193
Roosevelt,Montana,37,9806,377.3200082,1.616242994
Rosebud,Montana,16,6477,247.027945,1.058139449
Sanders,Montana,13,6926,187.6985273,0.80400303
Sheridan,Montana,17,7814,217.5582288,0.931906487
Silver Bow,Montana,120,53207,225.5342342,0.966071552
St.illwater,Montana,10,5694,175.6234633,0.752279725
Sweet Grass,Montana,8,3719,215.1115891,0.921426353
Teton,Montana,18,6922,260.0404507,1.113878267
Toole,Montana,19,6769,280.6913872,1.202336156
Treasure,Montana,4,1499,266.844563,1.143023551
Valley,Montana,30,15181,197.6154404,0.846481936
Wheatland,Montana,15,3286,456.482045,1.955332056
Wibaux,Montana,8,2161,370.198982,1.585740215
Yellowstone,Montana,99,41182,240.3962896,1.029732881
Yellowstone Np (pt),Montana,1,43,2325.581395,9.961583155
State At Large,Montana,11,NA,NA,NA
Alamance,North Carolina,153,57427,266.4252007,1.14122722
Alexander,North Carolina,48,13454,356.7712205,1.528222657
Alleghany,North Carolina,21,8341,251.7683731,1.078444981
Anson,North Carolina,39,28443,137.1163379,0.587335195
Ashe,North Carolina,53,22664,233.8510413,1.001696435
Avery,North Carolina,42,13561,309.7116732,1.326643992
Beaufort,North Carolina,56,36431,153.7152425,0.658436283
Bertie,North Carolina,34,26201,129.7660395,0.555850333
Bladen,North Carolina,39,27156,143.6146708,0.615170679
Brunswick,North Carolina,25,17125,145.9854015,0.625325658
Buncombe,North Carolina,255,108755,234.4719783,1.004356207
Burke,North Carolina,109,38615,282.2737278,1.209114081
Cabarrus,North Carolina,171,59393,287.912717,1.233268583
Caldwell,North Carolina,87,35795,243.0507054,1.041103019
Camden,North Carolina,5,5440,91.91176471,0.393702275
Carteret,North Carolina,26,18284,142.2008313,0.609114525
Caswell,North Carolina,23,20032,114.8162939,0.491813386
Catawba,North Carolina,114,51653,220.7035409,0.94537937
Chatham,North Carolina,36,24726,145.5957292,0.623656504
Cherokee,North Carolina,47,18813,249.8272471,1.070130205
Chowan,North Carolina,16,11572,138.264777,0.592254512
Clay,North Carolina,12,6405,187.35363,0.802525669
Cleveland,North Carolina,122,58055,210.1455516,0.900154426
Columbus,North Carolina,88,45663,192.7162035,0.825496149
Craven,North Carolina,34,31298,108.6331395,0.465327963
Cumberland,North Carolina,128,59320,215.7788267,0.924284452
Currituck,North Carolina,7,6709,104.3374571,0.44692749
Dare,North Carolina,5,6041,82.76775368,0.35453408
Davidson,North Carolina,121,53377,226.6893981,0.971019674
Davie,North Carolina,37,14909,248.172245,1.063041036
Duplin,North Carolina,66,39739,166.0836961,0.711416316
Durham,North Carolina,157,80244,195.6532576,0.838076964
Edgecombe,North Carolina,51,49162,103.7386599,0.444362554
Forsyth,North Carolina,265,126475,209.5275746,0.897507334
Franklin,North Carolina,26,30382,85.57698637,0.366567374
Gaston,North Carolina,254,87531,290.1829066,1.242992896
Gates,North Carolina,12,10060,119.2842942,0.510951979
Graham,North Carolina,17,6418,264.8800249,1.13460849
Granville,North Carolina,34,29344,115.8669575,0.496313883
Greene,North Carolina,20,18548,107.8283373,0.461880608
Guilford,North Carolina,355,153916,230.645287,0.987964649
Halifax,North Carolina,79,56512,139.7933182,0.598801989
Harnett,North Carolina,65,44239,146.9291801,0.629368316
Haywood,North Carolina,100,34804,287.3232962,1.23074381
Henderson,North Carolina,60,26049,230.3351376,0.98663613
Hertford,North Carolina,26,19352,134.3530384,0.575498655
Hoke,North Carolina,14,14937,93.72698668,0.401477744
Hyde,North Carolina,14,7860,178.1170483,0.762960949
Iredell,North Carolina,97,50424,192.3687133,0.824007682
Jackson,North Carolina,55,19366,284.0028917,1.216520921
Johnston,North Carolina,98,63798,153.609831,0.657984755
Jones,North Carolina,9,10926,82.3723229,0.35284026
Lee,North Carolina,53,18743,282.772235,1.211249427
Lenoir,North Carolina,68,41211,165.0044891,0.706793554
Lincoln,North Carolina,71,24187,293.5461198,1.257399155
Macon,North Carolina,44,15880,277.0780856,1.186858648
Madison,North Carolina,43,22522,190.9244294,0.817821119
Martin,North Carolina,31,26111,118.7239095,0.508551582
Mcdowell,North Carolina,62,22996,269.6121065,1.15487827
Mecklenburg,North Carolina,363,151826,239.089484,1.024135204
Mitchell,North Carolina,35,15980,219.0237797,0.938184146
Montgomery,North Carolina,40,16280,245.7002457,1.052452274
Moore,North Carolina,71,30969,229.2615196,0.982037307
Nash,North Carolina,92,55608,165.443821,0.708675424
New Hanover,North Carolina,94,47935,196.0988839,0.839985796
Northampton,North Carolina,22,28299,77.74126294,0.333003204
Onslow,North Carolina,41,17939,228.5523162,0.978999448
Orange,North Carolina,42,23072,182.038835,0.779759846
Pamlico,North Carolina,12,9706,123.634865,0.529587565
Pasquotank,North Carolina,26,20568,126.4099572,0.541474619
Pender,North Carolina,22,17710,124.2236025,0.532109411
Perquimans,North Carolina,13,9773,133.0195436,0.569786655
Person,North Carolina,53,25029,211.7543649,0.907045747
Pitt,North Carolina,80,61244,130.6250408,0.559529849
Polk,North Carolina,34,11874,286.3399023,1.226531461
Randolph,North Carolina,86,44554,193.0241954,0.826815426
Richmond,North Carolina,63,36810,171.1491443,0.733114066
Robeson,North Carolina,141,76860,183.4504294,0.785806384
Rockingham,North Carolina,131,57898,226.2599744,0.969180246
Rowan,North Carolina,146,69206,210.9643673,0.903661807
Rutherford,North Carolina,88,45577,193.0798429,0.827053792
Sampson,North Carolina,56,47440,118.0438449,0.505638538
Scotland,North Carolina,38,23232,163.5674931,0.700638209
St.anly,North Carolina,76,32834,231.4673814,0.991486074
St.okes,North Carolina,39,22656,172.1398305,0.737357651
Surry,North Carolina,113,41783,270.4449178,1.158445601
Swain,North Carolina,43,12177,353.1247434,1.512603043
Transylvania,North Carolina,35,12241,285.9243526,1.224751462
Tyrrell,North Carolina,8,5556,143.9884809,0.616771887
Union,North Carolina,89,39097,227.6389493,0.975087059
Vance,North Carolina,67,29961,223.6240446,0.957889292
Wake,North Carolina,198,109544,180.749288,0.774236097
Warren,North Carolina,35,23145,151.220566,0.647750384
Washington,North Carolina,20,12323,162.2981417,0.695200967
Watauga,North Carolina,35,18114,193.2207133,0.827657207
Wayne,North Carolina,82,58328,140.584282,0.602190067
Wilkes,North Carolina,97,43003,225.5656582,0.966206156
Wilson,North Carolina,87,50219,173.2412035,0.742075362
Yadkin,North Carolina,35,20657,169.4340901,0.725767665
Yancey,North Carolina,29,17202,168.5850483,0.72213081
State At Large,North Carolina,33,NA,NA,NA
Adams,North Dakota,8,4664,171.5265866,0.734730833
Barnes,North Dakota,41,17814,230.156057,0.985869041
Benson,North Dakota,34,12629,269.2216328,1.153205683
Billings,North Dakota,9,2531,355.5906756,1.523165816
Bottineau,North Dakota,32,13253,241.454765,1.034266839
Bowman,North Dakota,13,3860,336.7875648,1.442623053
Burke,North Dakota,21,7653,274.4021952,1.175396523
Burleigh,North Dakota,47,22736,206.7206193,0.885483795
Cass,North Dakota,147,52849,278.1509584,1.191454278
Cavalier,North Dakota,33,13923,237.0178841,1.015261545
Dickey,North Dakota,25,9696,257.8382838,1.104445327
Divide,North Dakota,15,7086,211.6850127,0.906748678
Dunn,North Dakota,24,8376,286.5329513,1.227358383
Eddy,North Dakota,15,5741,261.2785229,1.119181525
Emmons,North Dakota,24,11699,205.145739,0.878737825
Foster,North Dakota,15,5824,257.5549451,1.103231651
Golden Valley,North Dakota,11,3498,314.4654088,1.347006527
Grand Forks,North Dakota,95,34518,275.2187265,1.178894119
Grant,North Dakota,13,8264,157.3088093,0.673829257
Griggs,North Dakota,16,5818,275.008594,1.17799402
Hettinger,North Dakota,21,7457,281.6145903,1.206290678
Kidder,North Dakota,16,6692,239.0914525,1.024143636
La Moure,North Dakota,25,10298,242.7655856,1.039881714
Logan,North Dakota,16,7561,211.6122206,0.906436875
Mchenry,North Dakota,31,14034,220.8921191,0.946187142
Mcintosh,North Dakota,20,8984,222.6179875,0.953579866
Mckenzie,North Dakota,22,8426,261.0966057,1.118402286
Mclean,North Dakota,45,16082,279.8159433,1.198586208
Mercer,North Dakota,9,9611,93.64270107,0.401116708
Morton,North Dakota,43,20184,213.0400317,0.912552876
Mountrail,North Dakota,25,10482,238.5041023,1.021627732
Nelson,North Dakota,24,9129,262.8984555,1.126120475
Oliver,North Dakota,3,3859,77.74034724,0.332999281
Pembina,North Dakota,38,15671,242.4861209,1.038684632
Pierce,North Dakota,19,9208,206.342311,0.883863319
Ramsey,North Dakota,36,15626,230.3852553,0.986850808
Ransom,North Dakota,28,10061,278.3023556,1.192102785
Renville,North Dakota,15,5533,271.1006687,1.161254498
Richland,North Dakota,41,20519,199.8148058,0.855902875
Rolette,North Dakota,32,12583,254.3113725,1.08933787
Sargent,North Dakota,22,8693,253.0771885,1.084051267
Sheridan,North Dakota,13,6616,196.4933495,0.841675481
Sioux,North Dakota,11,4419,248.9250962,1.066265859
Slope,North Dakota,7,2932,238.744884,1.022659116
St.ark,North Dakota,39,15414,253.016738,1.083792328
St.eele,North Dakota,20,6193,322.9452608,1.38332981
St.utsman,North Dakota,57,23495,242.6048095,1.039193033
Towner,North Dakota,17,7200,236.1111111,1.011377401
Traill,North Dakota,37,12300,300.8130081,1.288526732
Walsh,North Dakota,66,20747,318.1182822,1.36265354
Ward,North Dakota,82,31981,256.4022388,1.098294056
Wells,North Dakota,33,11198,294.6954813,1.262322423
Williams,North Dakota,58,16315,355.5010726,1.522782004
State At Large,North Dakota,17,NA,NA,NA
Adams,Nebraska,64,24576,260.4166667,1.11548978
Antelope,Nebraska,30,13289,225.7506208,0.96699844
Arthur,Nebraska,1,1045,95.6937799,0.409902465
Banner,Nebraska,0,1403,0,0
Blaine,Nebraska,4,1538,260.0780234,1.114039208
Boone,Nebraska,22,12127,181.4133751,0.777080701
Box Butte,Nebraska,10,10736,93.14456036,0.398982932
Boyd,Nebraska,7,6060,115.5115512,0.494791507
Brown,Nebraska,12,5962,201.27474,0.862156476
Buffalo,Nebraska,48,23655,202.9169309,0.869190769
Burt,Nebraska,33,12546,263.0320421,1.126692691
Butler,Nebraska,27,13106,206.0125134,0.882450637
Cass,Nebraska,37,16992,217.7495292,0.932725918
Cedar,Nebraska,34,15126,224.778527,0.962834495
Chase,Nebraska,15,5310,282.4858757,1.210022813
Cherry,Nebraska,32,9637,332.0535436,1.422344964
Cheyenne,Nebraska,17,9505,178.8532351,0.766114391
Clay,Nebraska,19,10445,181.9052178,0.7791875
Colfax,Nebraska,31,10627,291.7097958,1.249533297
Cuming,Nebraska,19,13562,140.0973308,0.60010422
Custer,Nebraska,47,22591,208.0474525,0.891167259
Dakota,Nebraska,24,9836,244.0016267,1.045176272
Dawes,Nebraska,26,10128,256.71406,1.099629736
Dawson,Nebraska,54,17890,301.8446059,1.292945561
Deuel,Nebraska,12,3580,335.1955307,1.435803606
Dixon,Nebraska,18,10413,172.860847,0.740446112
Dodge,Nebraska,52,23799,218.4965755,0.935925876
Douglas,Nebraska,595,247562,240.3438331,1.029508184
Dundy,Nebraska,10,5122,195.2362358,0.836290659
Fillmore,Nebraska,24,11417,210.2128405,0.900442657
Franklin,Nebraska,19,7740,245.4780362,1.051500444
Frontier,Nebraska,11,6417,171.4196665,0.734272843
Furnas,Nebraska,24,10098,237.6708259,1.018058409
Gage,Nebraska,75,29588,253.481141,1.08578159
Garden,Nebraska,12,4680,256.4102564,1.098328399
Garfield,Nebraska,15,3444,435.5400697,1.865627507
Gosper,Nebraska,10,3687,271.2232167,1.161779429
Grant,Nebraska,9,1327,678.2215524,2.905148968
Greeley,Nebraska,16,6845,233.7472608,1.001251893
Hall,Nebraska,78,27523,283.3993387,1.213935614
Hamilton,Nebraska,16,9982,160.2885193,0.686592788
Harlan,Nebraska,8,7130,112.2019635,0.480614952
Hayes,Nebraska,6,2958,202.8397566,0.868860194
Hitchcock,Nebraska,16,6404,249.8438476,1.070201313
Holt,Nebraska,48,16552,289.9951667,1.242188716
Hooker,Nebraska,5,1253,399.0422985,1.709290007
Howard,Nebraska,15,8422,178.1049632,0.762909182
Jefferson,Nebraska,38,15532,244.6561937,1.047980098
Johnson,Nebraska,19,8662,219.3488802,0.939576707
Kearney,Nebraska,11,6854,160.4902247,0.687456789
Keith,Nebraska,19,8333,228.0091204,0.976672679
Keya Paha,Nebraska,5,3235,154.5595054,0.662052667
Kimball,Nebraska,9,3913,230.0025556,0.985211521
Knox,Nebraska,32,16478,194.198325,0.831844788
Lancaster,Nebraska,233,100585,231.6448775,0.992246375
Lincoln,Nebraska,71,25425,279.252704,1.196173584
Logan,Nebraska,15,1742,861.0792193,3.688416266
Loup,Nebraska,3,1777,168.8238604,0.723153757
Madison,Nebraska,52,24269,214.2651119,0.917800483
Mcpherson,Nebraska,1,1175,85.10638298,0.364551554
Merrick,Nebraska,24,9354,256.5747274,1.099032907
Morrill,Nebraska,21,9436,222.5519288,0.953296904
Nance,Nebraska,11,7653,143.7344832,0.615683893
Nemaha,Nebraska,45,12781,352.0851264,1.508149863
Nuckolls,Nebraska,21,10446,201.0338886,0.861124793
Otoe,Nebraska,39,18994,205.3279983,0.87951853
Pawnee,Nebraska,16,8514,187.9257693,0.804976417
Perkins,Nebraska,5,5197,96.20935155,0.412110906
Phelps,Nebraska,11,8452,130.1467108,0.557480931
Pierce,Nebraska,21,10211,205.6605621,0.88094306
Platte,Nebraska,40,20191,198.108068,0.848592097
Polk,Nebraska,12,8748,137.1742112,0.587583094
Red Willow,Nebraska,20,11951,167.3500126,0.716840558
Richardson,Nebraska,44,19178,229.4295547,0.982757083
Rock,Nebraska,9,3977,226.3012321,0.969356973
Saline,Nebraska,33,15010,219.853431,0.941737941
Sarpy,Nebraska,16,10835,147.6695893,0.632539844
Saunders,Nebraska,37,17892,206.7963336,0.885808115
Scotts Bluff,Nebraska,59,33917,173.9540643,0.745128887
Seward,Nebraska,29,14167,204.7010659,0.876833076
Sheridan,Nebraska,22,9869,222.9202553,0.954874624
Sherman,Nebraska,14,7764,180.319423,0.772394778
Sioux,Nebraska,3,4001,74.98125469,0.321180762
St.anton,Nebraska,12,6887,174.2413242,0.746359359
Thayer,Nebraska,32,12262,260.9688468,1.117855033
Thomas,Nebraska,5,1553,321.9575016,1.379098763
Thurston,Nebraska,22,10243,214.7808259,0.920009535
Valley,Nebraska,15,8163,183.7559721,0.78711517
Washington,Nebraska,25,11578,215.9267576,0.924918111
Wayne,Nebraska,18,9880,182.1862348,0.780391231
Webster,Nebraska,14,8071,173.4605377,0.743014875
Wheeler,Nebraska,2,2170,92.16589862,0.394790853
York,Nebraska,23,14874,154.6322442,0.662364242
State At Large,Nebraska,41,NA,NA,NA
Belknap,New Hampshire,50,24328,205.5244985,0.880360234
Carroll,New Hampshire,34,15589,218.1025082,0.934237897
Cheshire,New Hampshire,92,34953,263.2105971,1.127457528
Coos,New Hampshire,99,39274,252.0751642,1.079759115
Grafton,New Hampshire,124,44645,277.7466682,1.189722508
Hillsborough,New Hampshire,360,144888,248.467782,1.064306963
Merrimack,New Hampshire,113,60710,186.1307857,0.797287639
Rockingham,New Hampshire,134,58142,230.4702281,0.987214787
St.rafford,New Hampshire,108,43553,247.9737332,1.062190714
Sullivan,New Hampshire,80,25442,314.4406886,1.346900639
State At Large,New Hampshire,9,NA,NA,NA
Atlantic,New Jersey,236,124066,190.2213338,0.814809423
Bergen,New Jersey,1054,409646,257.2953233,1.102119566
Burlington,New Jersey,243,97013,250.4818942,1.072934374
Camden,New Jersey,608,255727,237.7535419,1.018412721
Cape May,New Jersey,76,28919,262.8030015,1.1257116
Cumberland,New Jersey,152,73184,207.6956712,0.889660411
Essex,New Jersey,2000,837340,238.8516015,1.023116239
Gloucester,New Jersey,183,72219,253.3959207,1.08541655
Hudson,New Jersey,1602,652040,245.6904484,1.052410308
Hunterdon,New Jersey,77,36766,209.432628,0.897100632
Mercer,New Jersey,517,197318,262.0136024,1.122330224
Middlesex,New Jersey,673,217077,310.0282388,1.327999995
Monmouth,New Jersey,355,161238,220.1714236,0.943100056
Morris,New Jersey,302,125732,240.1934273,1.028863924
Ocean,New Jersey,85,37706,225.4283138,0.965617844
Passaic,New Jersey,759,309353,245.3507805,1.050955347
Salem,New Jersey,91,42274,215.2623362,0.922072075
Somerset,New Jersey,182,74390,244.6565399,1.04798158
Sussex,New Jersey,87,29632,293.6015119,1.257636426
Union,New Jersey,851,328344,259.1793972,1.11018996
Warren,New Jersey,120,50181,239.1343337,1.024327317
State At Large,New Jersey,119,NA,NA,NA
Bernalillo,New Mexico,354,69391,510.1526135,2.185228903
Catron,New Mexico,14,4881,286.82647,1.228615665
Chaves,New Mexico,93,23980,387.823186,1.661233154
Colfax,New Mexico,61,18718,325.8895181,1.39594148
Curry,New Mexico,84,18159,462.5805386,1.981454835
De Baca,New Mexico,18,3725,483.2214765,2.069869896
Dona Ana,New Mexico,98,30411,322.2518168,1.380359456
Eddy,New Mexico,116,24311,477.1502612,2.043863962
Grant,New Mexico,108,20050,538.6533666,2.30731133
Guadalupe,New Mexico,29,8646,335.4152209,1.436744644
Harding,New Mexico,13,4374,297.210791,1.273096704
Hidalgo,New Mexico,14,4821,290.3961834,1.243906463
Lea,New Mexico,65,21154,307.2704926,1.316187242
Lincoln,New Mexico,34,8557,397.3355148,1.701979031
Luna,New Mexico,58,6457,898.2499613,3.847636424
Mckinley,New Mexico,103,23641,435.6837697,1.866243044
Mora,New Mexico,41,10981,373.3721883,1.599332584
Otero,New Mexico,37,10522,351.6441741,1.506261053
Quay,New Mexico,24,12111,198.1669557,0.848844341
Rio Arriba,New Mexico,60,25352,236.6677185,1.013761618
Roosevelt,New Mexico,45,14549,309.2996082,1.32487892
Sandoval,New Mexico,41,13898,295.0064758,1.263654562
San Juan,New Mexico,45,17115,262.9272568,1.126243845
San Miguel,New Mexico,71,27910,254.3891078,1.089670848
Santa Fe,New Mexico,117,30826,379.5497307,1.625793968
Sierra,New Mexico,25,6962,359.0922149,1.538164592
Socorro,New Mexico,36,11422,315.1812292,1.35007273
Taos,New Mexico,69,18528,372.4093264,1.595208183
Torrance,New Mexico,33,11026,299.2925812,1.282014012
Union,New Mexico,31,9095,340.846619,1.460009933
Valencia,New Mexico,82,20245,405.0382811,1.734973683
State At Large,New Mexico,13,NA,NA,NA
Churchill,Nevada,20,5317,376.1519654,1.611239705
Clark,Nevada,69,16414,420.3728524,1.800659024
Douglas,Nevada,7,2056,340.4669261,1.458383526
Elko,Nevada,32,10912,293.255132,1.256152715
Esmeralda,Nevada,0,1554,0,0
Eureka,Nevada,4,1361,293.901543,1.258921604
Humboldt,Nevada,12,4743,253.0044276,1.083739597
Lander,Nevada,6,1745,343.8395415,1.47283006
Lincoln,Nevada,12,4130,290.5569007,1.244594893
Lyon,Nevada,11,4076,269.8724239,1.155993335
Mineral,Nevada,16,2342,683.176772,2.926374556
Nye,Nevada,11,3606,305.0471436,1.30666357
Ormsby,Nevada,9,NA,NA,NA
Pershing,Nevada,8,2713,294.8765205,1.263097901
St.orey,Nevada,3,1216,246.7105263,1.056779792
Washoe,Nevada,88,32476,270.9693312,1.160691916
White Pine,Nevada,25,12377,201.9875576,0.865209816
State At Large,Nevada,16,NA,NA,NA
Albany,New York,556,221315,251.2256286,1.076120146
Allegany,New York,125,39681,315.0122225,1.349348793
Bronx,New York,2014,1394711,144.4026755,0.618546082
Broome,New York,438,165749,264.254988,1.131931156
Cattaraugus,New York,191,72652,262.8970985,1.126114662
Cayuga,New York,172,65508,262.563351,1.124685062
Chautauqua,New York,345,123580,279.171387,1.195825264
Chemung,New York,194,73718,263.1650343,1.12726236
Chenango,New York,103,36454,282.5478685,1.210288358
Clinton,New York,118,54006,218.4942414,0.935915878
Columbia,New York,96,41464,231.5261432,0.991737779
Cortland,New York,73,33668,216.8230961,0.92875756
Delaware,New York,110,40989,268.3646832,1.149534956
Dutchess,New York,314,120542,260.4901196,1.115804415
Erie,New York,2077,798377,260.152785,1.114359448
Essex,New York,114,34178,333.5478963,1.428745995
Franklin,New York,104,44286,234.8371946,1.005920604
Fulton,New York,108,48597,222.2359405,0.951943374
Genesee,New York,113,44481,254.0410512,1.088179954
Greene,New York,77,27926,275.7287116,1.18107863
Hamilton,New York,22,4188,525.3104107,2.250157035
Herkimer,New York,165,59527,277.1851429,1.187317225
Jefferson,New York,220,84003,261.8954085,1.121823943
Kings,New York,5840,2698285,216.4337718,0.927089897
Lewis,New York,61,22815,267.3679597,1.14526551
Livingston,New York,71,38510,184.3676967,0.789735481
Madison,New York,103,39598,260.1141472,1.114193944
Monroe,New York,1051,438230,239.8284006,1.027300339
Montgomery,New York,175,59142,295.8980082,1.267473424
Nassau,New York,855,406748,210.2038609,0.900404193
New York,New York,4910,1889924,259.7988067,1.112843189
Niagara,New York,515,160110,321.653863,1.377798132
Oneida,New York,534,203636,262.2326111,1.123268343
Onondaga,New York,787,295108,266.6820283,1.142327336
Ontario,New York,129,55307,233.2435316,0.999094179
Orange,New York,305,140113,217.6814428,0.932434271
Orleans,New York,100,27760,360.2305476,1.543040618
Oswego,New York,192,71275,269.3791652,1.15388047
Otsego,New York,110,46082,238.7049173,1.02248792
Putnam,New York,44,16555,265.7807309,1.138466646
Queens,New York,2997,1297634,230.9588066,0.989307603
Rensselaer,New York,282,121834,231.4624817,0.991465086
Richmond,New York,346,174441,198.3478655,0.849619265
Rockland,New York,158,74261,212.7630923,0.911366612
Saratoga,New York,178,65606,271.3166479,1.16217964
Schenectady,New York,278,122494,226.9498914,0.972135493
Schoharie,New York,35,20812,168.1722083,0.720362418
Schuyler,New York,37,12979,285.0758918,1.221117097
Seneca,New York,50,25732,194.310586,0.832325656
St.euben,New York,232,84927,273.1757863,1.170143224
St Lawrence,New York,246,91098,270.0388593,1.156706257
Suffolk,New York,325,197355,164.6778648,0.705394465
Sullivan,New York,91,37901,240.0992058,1.028460328
Tioga,New York,63,27072,232.712766,0.996820655
Tompkins,New York,97,42340,229.0977799,0.981335931
Ulster,New York,197,87017,226.392544,0.969748106
Warren,New York,96,36035,266.4076592,1.141152082
Washington,New York,113,46726,241.8353807,1.0358972
Wayne,New York,140,52747,265.4179385,1.136912632
Westchester,New York,1295,573558,225.7836173,0.96713978
Wyoming,New York,60,31394,191.1193222,0.818655939
Yates,New York,49,16381,299.1270374,1.281304909
State At Large,New York,220,NA,NA,NA
Adams,Ohio,58,21705,267.2195347,1.144629735
Allen,Ohio,171,73303,233.2783106,0.999243154
Ashland,Ohio,75,29785,251.8045996,1.078600157
Ashtabula,Ohio,160,68674,232.9848269,0.997986022
Athens,Ohio,129,46166,279.4264177,1.196917683
Auglaize,Ohio,72,28037,256.8035096,1.100012892
Belmont,Ohio,252,95614,263.5597297,1.128953031
Brown,Ohio,43,21638,198.7244662,0.851232427
Butler,Ohio,307,120249,255.3035784,1.093587965
Carroll,Ohio,41,17449,234.9704854,1.006491553
Champaign,Ohio,47,25258,186.0796579,0.797068634
Clark,Ohio,218,95647,227.9214194,0.976297014
Clermont,Ohio,71,34109,208.1562051,0.891633099
Clinton,Ohio,48,22574,212.6340037,0.910813663
Columbiana,Ohio,247,90121,274.0759645,1.17399912
Coshocton,Ohio,68,30594,222.2658038,0.952071293
Crawford,Ohio,74,35571,208.034635,0.891112356
Cuyahoga,Ohio,3004,1217250,246.7857876,1.057102172
Darke,Ohio,91,38831,234.348845,1.003828768
Defiance,Ohio,52,24367,213.4033734,0.914109243
Delaware,Ohio,53,26780,197.9088872,0.84773891
Erie,Ohio,89,43201,206.0137497,0.882455932
Fairfield,Ohio,96,48490,197.9789647,0.848039086
Fayette,Ohio,60,21385,280.5704933,1.201818309
Franklin,Ohio,890,388712,228.9612875,0.980751269
Fulton,Ohio,54,23626,228.561754,0.979039875
Gallia,Ohio,61,24930,244.6851183,1.048103996
Geauga,Ohio,45,19430,231.6006176,0.992056789
Greene,Ohio,77,35863,214.7059644,0.919688867
Guernsey,Ohio,82,38822,211.220442,0.904758699
Hamilton,Ohio,1357,621987,218.1717624,0.934534546
Hancock,Ohio,94,40793,230.4316917,0.987049717
Hardin,Ohio,77,27061,284.5423303,1.218831596
Harrison,Ohio,57,20313,280.6084773,1.201981013
Henry,Ohio,66,22756,290.0333978,1.242352478
Highland,Ohio,59,27099,217.7202111,0.932600334
Hocking,Ohio,43,21504,199.9627976,0.856536796
Holmes,Ohio,34,17876,190.1991497,0.814714398
Huron,Ohio,97,34800,278.7356322,1.193958717
Jackson,Ohio,61,27004,225.8924604,0.967606007
Jefferson,Ohio,270,98129,275.1480194,1.178591246
Knox,Ohio,77,31024,248.1949458,1.063138274
Lake,Ohio,131,50020,261.8952419,1.121823229
Lawrence,Ohio,89,46705,190.5577561,0.816250481
Licking,Ohio,122,62279,195.8926765,0.83910251
Logan,Ohio,52,29624,175.5333513,0.751893733
Lorain,Ohio,321,112390,285.612599,1.223416072
Lucas,Ohio,763,344333,221.5878234,0.949167177
Madison,Ohio,54,21811,247.5814956,1.060510572
Mahoning,Ohio,654,240251,272.2153082,1.166029034
Marion,Ohio,109,44898,242.7725066,1.03991136
Medina,Ohio,64,33034,193.7397833,0.829880633
Meigs,Ohio,70,24104,290.408231,1.243958069
Mercer,Ohio,60,26256,228.5191956,0.978857577
Miami,Ohio,144,52632,273.5978112,1.171950959
Monroe,Ohio,48,18641,257.4969154,1.102983082
Montgomery,Ohio,688,295480,232.8414783,0.997371991
Morgan,Ohio,25,14227,175.7222183,0.752702741
Morrow,Ohio,25,15646,159.7852486,0.684437038
